CNPJ,nome fantasia,razao social,Nome contato,Setor,Atividade (CNAE),Endereço,Número,Bairro,Cidade,UF,CEP,PORTE,Fundação,Capital Social,MEI,Simples,Origem,Site,email,telefone,socio
04066699000143,ALFA,ALFA PLANEJAMENTO ADMINISTRACAO & EXECUCAO DE SERVICO EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA A 280 A,6777,ITINGA,ARAQUARI,SC,89245000,Micro Empresa,25/09/2000,"1.500.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,gerencia@grupounicaempreendimentos.com.br,47  34322003,GRAZIELE SCHNEIDER (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
01010837000184,DAGOSTIN ASSESSORIA EMPRESARIAL,DAGOSTIN ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MARECHAL HERMES,270,GLORIA,JOINVILLE,SC,89217200,Micro Empresa,16/01/1996,"15.400,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  34321611,"DIEGO RODRIGO DAGOSTIN (SÓCIO/ADMINISTRADOR),SANDRA MARIA DAGOSTIN (SÓCIO/ADMINISTRADOR),WALDIR DAGOSTIN (Sócio-Administrador)"
04484352000110,PRO GESTAO,PRO GESTAO - CONSULTORES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DR. JOAO COLIN,1285,AMERICA,JOINVILLE,SC,89204001,Micro Empresa,04/06/2001,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,trevocont@gmail.com,47  34271293,"CRISTINA RAMOS CALLEGARI (SÓCIO/ADMINISTRADOR),DIRCEU NAZARENO RAMOS (Sócio-Administrador)"
05254863000109,,ANTUNES E GONCALVES CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PARANA,59,ANITA GARIBALDI,JOINVILLE,SC,89202160,Micro Empresa,28/08/2002,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  34251333,"GISLANE REGINA GONCALVES ANTUNES (SÓCIO/ADMINISTRADOR),MAURICIO ALAOR ANTUNES (Sócio-Administrador)"
01533870000199,,SNT CONSULTORIA LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA QUINZE DE NOVEMBRO,867,AMERICA,JOINVILLE,SC,89201602,Micro Empresa,01/11/1996,"595.624,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,societario01@steineassociados.com,47  34231099,"NEIRE EIKO YANO DE SOUZA (SÓCIO/ADMINISTRADOR),SERGIO YUKO DE SOUZA (SÓCIO/ADMINISTRADOR),TATIANA YURI DE SOUZA ADAO (SÓCIO/ADMINISTRADOR)"
23613061000120,LGG CONSULTORIA EM GESTAO EMPRESARIAL EIRELI,LGG CONSULTORIA EM GESTAO EMPRESARIAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DONA FRANCISCA,1113,SAGUACU,JOINVILLE,SC,89221006,Médio/Grande Porte,04/11/2015,"80.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,wagner.boger@brj.adv.br,47  34229219,
01749914000112,,PRATIKA CONSULTORIA E ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SERVIDAO AMERICO FAGUNDES DOS REIS,336,BOM RETIRO,JOINVILLE,SC,89222493,Micro Empresa,02/04/1997,"2.001,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,mssc@msbrasil.com.br,47  34226474,
02311957000184,,JZM ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALEXANDRE HUMBOLD,206,SANTO ANTONIO,JOINVILLE,SC,89218170,Micro Empresa,29/12/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  34220502,"JORGE ZACARIAS FENALTE DE OLIVEIRA (Sócio-Administrador),MARISTELA HOLZSCHUH HERMES (SÓCIO/ADMINISTRADOR)"
09207583000109,,OCTOPUS CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DOUTOR JOAO COLIN,1285,AMERICA,JOINVILLE,SC,89204001,Micro Empresa,14/11/2007,"500,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,bruna.klaumann@dunzer.com.br,47  34220502,"GERSON GILGEN (Sócio-Administrador),HELGA HILGENSTIELER GILGEN (SÓCIO/ADMINISTRADOR)"
04844561000128,,RP EMPREENDIMENTOS E PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MEN DE SA,395,SALTO WEISSBACH,BLUMENAU,SC,89032040,Médio/Grande Porte,20/12/2001,"15.000.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,adalberto@dicave.com.br,47  33974488,PATRICIA FIEDLER PAMPLONA (Sócio-Administrador)
01113152000163,,J.J.M. ADMINISTRADORA DE BENS IMOVEIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HERMANN HERING,270,BOM RETIRO,BLUMENAU,SC,89010600,Micro Empresa,11/03/1996,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,dsarte@terra.com.br,47  33972015,
04622801000140,FORSTER'S CONSULTORIA E ASSESSORIA,FORSTER S REPRESENTACAO E ASSESSORIA TEXTIL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO MOSER,314,FORTALEZA,BLUMENAU,SC,89057680,Micro Empresa,15/08/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  3394485,"JOANA GONCALVES FORSTER (Sócio Ou Acionista Menor (Assistido/Representado)),LORION FORSTER (Sócio-Administrador)"
04009479000188,,SMART FOOD ASSESSORIA E REPRESENTACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ACORES,34,FORTALEZA,BLUMENAU,SC,89055330,Micro Empresa,21/08/2000,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  3391059,"JAIME LUIZ DIETRICH (Sócio-Administrador),JAIME MARCOS DIETRICH (Sócio-Administrador),ROSENI APARECIDA DIETRICH (SÓCIO/ADMINISTRADOR)"
08057331000170,START LINE INTERNATIONAL COMMERCE,START LINE ASSESSORIA E CONSULTORIA EM COMERCIO EXTERIOR LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SAMUEL HEUSI,463,CENTRO,ITAJAI,SC,88301320,Micro Empresa,08/06/2006,"50.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,ajccontabilidade@gmail.com,47  33907500,"FLAVIA CASARA DE SOUZA (Sócio Ou Acionista Menor (Assistido/Representado)),IARA DE BRITTO CASARA (Sócio-Administrador)"
24504567000163,THOME ASSESSORIA E GESTAO EMPRESARIAL,THOME ASSESSORIA E GESTAO EMPRESARIAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CAPITAO ADOLFO GERMANO DE ANDRADE,88,CENTRO,ITAJAI,SC,88304020,Micro Empresa,29/03/2016,"95.400,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33900101,ANTONIO THOME (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
04548688000108,ESTACAO 101,DALL AGNOLL CONSULTORIA E COMERCIO DE VEICULOS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GENESIO VIEIRA,90,ESPINHEIROS,ITAJAI,SC,88317390,Pequeno Porte,04/07/2001,"99.800,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33900101,LETICIA DALL AGNOLL (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
03564271000168,,GEMPAR EMPREENDIMENTOS E PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DOUTOR LEO DE CARVALHO,74,VELHA,BLUMENAU,SC,89036239,Médio/Grande Porte,16/12/1999,"6.741.888,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,jefferson.contabil@cativa.com.br,47  33879999,"GILMAR ROGERIO SPRUNG (Sócio-Administrador),GILMAR ROGERIO SPRUNG JUNIOR (SÓCIO/ADMINISTRADOR),HARIEN ALINE SPRUNG (SÓCIO/ADMINISTRADOR),LAURA MARIA AMBROSI SPRUNG (Sócio Ou Acionista Menor (Assistido/Representado)),MIGUEL AMBROSI SPRUNG (Sócio Ou Acionista Menor (Assistido/Representado)),UBERTO SPRUNG NETO (SÓCIO/ADMINISTRADOR)"
14194861000162,******,METTA 10 ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PROGRESSO,523,TESTO ALTO,POMERODE,SC,89107000,Médio/Grande Porte,26/08/2011,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,katia@goedeassessoria.com.br,47  33872526,"FREDOLF RADUENZ (Sócio-Administrador),ROSITA RADUENZ (SÓCIO/ADMINISTRADOR)"
04989178000168,V. CEM,CEMIN CONSULTORIA E PROJETOS ECONOMICOS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LEANDRO CAMPESTRINI,73,CENTRO,BENEDITO NOVO,SC,89124000,Micro Empresa,27/03/2002,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33851165,VINICIO PEDRO CEMIN (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
00709362000156,,MAC ASSESSORIA E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA XV DE NOVEMBRO,759,CENTRO,BLUMENAU,SC,89010001,Micro Empresa,19/06/1995,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  3384812,"CELSO MARIO SCHMITZ (Sócio-Administrador),CELSO MARIO SCHMITZ JUNIOR (Sócio-Administrador)"
01252805000195,,BERTOLDI ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA QUINTINO BOCAIUVA,1265-A,VILA GERMER,TIMBO,SC,89120000,Micro Empresa,14/05/1996,"6.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33820132,"GISCARD ATAIDES WOLTER BERTOLDI (SÓCIO/ADMINISTRADOR),PIERO ERNESTO WOLTER BERTOLDI (SÓCIO/ADMINISTRADOR)"
01718887000110,,I F CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LAURO MULLER,20,CENTRO,BLUMENAU,SC,89010300,Micro Empresa,02/01/1977,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  3380005,"IVENS FREITAG (SÓCIO/ADMINISTRADOR),IVONE ALTENBURG FREITAG (SÓCIO/ADMINISTRADOR)"
07338186000132,POTENGER,POTENGER CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS EMPRESARIAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 15 DE NOVEMBRO,8560,TESTO CENTRAL,POMERODE,SC,89107000,Micro Empresa,14/04/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,juarezpcordova@gmail.com,47  33782683,"JOSE CORREA CORDOVA (SÓCIO/ADMINISTRADOR),JUAREZ PRADO CORDOVA (Sócio-Administrador)"
02243508000146,,SCHNAIDER ASSESSORIA EM QUALIDADE LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ORLANDO GESSER,64,VILA DO SALTO,LUIZ ALVES,SC,89128000,Micro Empresa,11/11/1997,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,vrossi.bnu@terra.com.br,47  33771222,"CARLOS SCHNAIDER (Sócio-Administrador),MARIA EDUARDA SCHNAIDER (Sócio Ou Acionista Menor (Assistido/Representado))"
03000905000150,,REAL ASSESSORIA OPERACIONAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA MARECHAL DEODORO DA FONSECA,1188,CENTRO,JARAGUA DO SUL,SC,89251702,Pequeno Porte,23/02/1999,"2.000.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33769600,MAURO LUIZ SALVADOR (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
20758221000130,,MK CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA REINHOLD GAERTNER,12,VELHA,BLUMENAU,SC,89036425,Médio/Grande Porte,01/08/2014,"400.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33764433,"ANA JULIA MEYER KLEBA (SÓCIO/ADMINISTRADOR),JOSE THEODORO KLEBA (Administrador),MARTIN MEYER KLEBA (Sócio Ou Acionista Menor (Assistido/Representado))"
04401341000120,,JRGG GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DAS NACOES UNIDAS,58,CENTRO,SCHROEDER,SC,89275000,Micro Empresa,20/04/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33746000,"JACKSON MURILO LENZI (Sócio-Administrador),JUSSARA SIMONE LENZI PUPULIM (SÓCIO/ADMINISTRADOR)"
00263921000147,NO2 CONSULTORIA,NO2 - CONSULTORIA DE VENDAS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA BERNARDO DORNBUSCH,1400,VILA LALAU,JARAGUA DO SUL,SC,89256184,Micro Empresa,18/07/1983,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33726204,"ALEXANDRE TEIXEIRA MORAES (SÓCIO/ADMINISTRADOR),RAFAELA TEIXEIRA MORAES DONINI (Sócio-Administrador)"
22211224000185,R&G GLOBAL CONSULTANTS,R&G BRASIL - CONSULTORES GLOBAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PRESIDENTE EPITACIO PESSOA,933,CENTRO,JARAGUA DO SUL,SC,89251100,Médio/Grande Porte,07/04/2015,"12.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33725300,"G81 SERVICOS ADMINISTRATIVOS EIRELI (SÓCIO/ADMINISTRADOR),R & G GLOBAL CONSULTANTS, LLC (Sócio Pessoa Jurídica Domiciliado No Exterior),R&G GLOBAL CONSULTANTS CE B.V. (Sócio Pessoa Jurídica Domiciliado No Exterior),REGINALDO SOUZA DE FIGUEIREDO (Administrador)"
08520438000102,GRUPO WEG,GRUPO WEG,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA PREFEITO WALDEMAR GRUBBA,3300,VILA LALAU,JARAGUA DO SUL,SC,89256900,Médio/Grande Porte,14/11/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,dimas@weg.net,47  33724288,"HIDRAULICA INDUSTRIAL - INDUSTRIA E COMERCIO LTDA (),PAUMAR S.A - INDUSTRIA E COMERCIO (),RF REFLORESTADORA LTDA (),TRANSFORMADORES DO NORDESTE LTDA (),WEG AMAZONIA S/A (),WEG DRIVES & CONTROLS - AUTOMACAO LTDA (),WEG LINHARES EQUIPAMENTOS ELETRICOS S/A (),WEG LOGISTICA LTDA (),WEG TINTAS LTDA ()"
02198165000145,,PATRONATUS ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PRESIDENTE EPITASSIO PESSOA,933,CENTRO,JARAGUA DO SUL,SC,89251100,Micro Empresa,15/10/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,wdltda@terra.com.br,47  33717807,KATIA ROCHA ROSLINDO ALTMANN (SÓCIO/ADMINISTRADOR)
10509406000158,,DANNA ASSESSORIA EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOSE THEODORO RIBEIRO,108,ILHA DA FIGUEIRA,JARAGUA DO SUL,SC,89258000,Médio/Grande Porte,02/12/2008,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33717535,DEVANIR DANNA (Sócio-Administrador)
00734774000146,,VADER ASSESSORIA EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO PICOLLI,276,CENTRO,JARAGUA DO SUL,SC,89251590,Micro Empresa,03/08/1995,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33717535,"DOLORES LEIER CERON (SÓCIO/ADMINISTRADOR),VANIO CERON (Sócio-Administrador)"
18136115000173,CASSULI GESTAO CORPORATIVA LTDA,CASSULI GESTAO CORPORATIVA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DONALDO GEHRING,135,CENTRO,JARAGUA DO SUL,SC,89251470,Médio/Grande Porte,14/05/2013,"1.200.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),cassuli.com.br,financeiro@cassuli.com.br,47  33717511,"ADILSON LUIS BORNHAUSEN (Sócio-Administrador),ANDRE FELIPE MOMO DE ANGELI (Sócio-Administrador),CARLOS HENRIQUE GATAZ SGUARIO (Sócio-Administrador),CLAUDIMIR RODRIGUES (Sócio-Administrador),EVANDRO PACHECO (Sócio-Administrador),GILBERTO CASSULI (Administrador),KARLA CAROLINA SIQUEIRA CAMPOS (Sócio-Administrador),ROBERTO MONTES (Sócio-Administrador)"
04083695000173,,WOSPLAN PLANEJAMENTO FINANCEIRO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA REINOLDO BARTEL,70,BAEPENDI,JARAGUA DO SUL,SC,89256130,Médio/Grande Porte,03/10/2000,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33714747,"EDEMAR DE OLIVEIRA SOUZA (Sócio-Administrador),SILVANA WINTER SOUZA (Sócio-Administrador)"
01786469000160,ZANELLA REPRESENTACOES,MZ REPRESENTACOES E ASSESSORIA COMERCIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JACOB GESSER,271,AMIZADE,JARAGUA DO SUL,SC,89255420,Micro Empresa,09/04/1997,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,47  33714747,"ODAIR ZANELLA (Sócio-Administrador),VITOR NATHAN ZANELLA (Sócio Ou Acionista Menor (Assistido/Representado))"
00816393000106,,MG COMUNICACAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ERWINO MENEGOTTI,1662,AGUA VERDE,JARAGUA DO SUL,SC,89254000,Micro Empresa,21/09/1995,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33712558,"GERMANO MARTIN QUANDT (Sócio-Administrador),KATIA KOERNER QUANDT (SÓCIO/ADMINISTRADOR)"
06783216000157,LABORAL,LABORAL CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ERICH DOUBRAWA,80,CENTRO,JARAGUA DO SUL,SC,89251660,Micro Empresa,22/07/2004,"1.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33709004,"DANIELA CRISTINE DEMATTE KUCHENBECKER (Sócio-Administrador),SERGIO KUCHENBECKER (Sócio-Administrador),SERGIO KUCHENBECKER JUNIOR (SÓCIO/ADMINISTRADOR)"
11087795000133,,VASPRO CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA FREDERICO CURT ALBERTO VASEL,444,BARRA DO RIO MOLHA,JARAGUA DO SUL,SC,89259560,Médio/Grande Porte,26/08/2009,"546.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33704431,"CELIA BALSANELLI DA SILVA (Sócio-Administrador),VITOR ALEXANDRE DA SILVA (SÓCIO/ADMINISTRADOR)"
20848188000130,BIOMAX AMBIENTAL,BIOMAX AMBIENTAL CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 106,156,CENTRO,ITAPEMA,SC,88220000,Micro Empresa,12/08/2014,"40.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,"societario@mjbcont.com.br,contato@biomaxambiental.com.br",47  33689784,"CHARLES MICHELON BALDIN (Sócio-Administrador),RENATA LANCAROVICHI (Sócio-Administrador)"
00628645000173,MOOP CONSULTORIA,MP CONTENT CONSULTORIA EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 264,52,MEIA PRAIA,ITAPEMA,SC,88220000,Micro Empresa,31/05/1995,"79.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,societario1@futurosc.com.br,47  33685055,PAMELA FRANCINE THAMASIA (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
05939104000180,,VOSS ASSESSORIA E CONSULTORIA FINANCEIRA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 275,135,MEIA PRAIA,ITAPEMA,SC,88220000,Pequeno Porte,08/10/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,societario@contabilidadesr.com.br,47  33682917,"MARCELO VOSS (Sócio-Administrador),VICTOR RAPHAEL CORREA VOSS (SÓCIO/ADMINISTRADOR)"
05768300000139,SILVA & REIS,SILVA & REIS ASSESSORIA E GESTAO EMPRESARIAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 120,136,CENTRO,ITAPEMA,SC,88220000,Micro Empresa,14/07/2003,"80.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,47  33682917,JULIANE DA SILVA (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
02319476000115,,WA CONSULTORIA E GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO DE BARRO,88,ARIRIBA,BALNEARIO CAMBORIU,SC,88338570,Micro Empresa,06/01/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,societario@amorim.cnt.br,47  33679260,"IVANA MUNIZ DE SOUSA AMORIM (SÓCIO/ADMINISTRADOR),WENDELL AMORIM (Sócio-Administrador)"
